index,label,split
5570,1,train
1486,0,train
1220,0,train
14898,5,train
6376,2,train
4919,1,train
12621,4,train
26660,9,train
8171,2,train
14351,5,train
18598,7,train
3166,1,train
2460,0,train
14490,5,train
15903,5,train
26398,9,train
10475,3,train
6911,2,train
16057,6,train
26206,9,train
23550,8,train
948,0,train
23794,8,train
20422,7,train
4802,1,train
11009,3,train
3255,1,train
2626,0,train
16654,6,train
33,0,train
24354,9,train
17751,6,train
10621,3,train
10408,3,train
18033,6,train
12358,4,train
4352,1,train
5286,1,train
25602,9,train
3624,1,train
25361,9,train
26936,9,train
2161,0,train
16634,6,train
20031,7,train
215,0,train
1600,0,train
24865,9,train
19492,7,train
11226,3,train
19535,7,train
26288,9,train
25641,9,train
10481,3,train
25129,9,train
2250,0,train
737,0,train
8607,2,train
8030,2,train
14437,5,train
2285,0,train
13177,4,train
18561,7,train
4426,1,train
4873,1,train
1022,0,train
10765,3,train
22540,8,train
25231,9,train
21755,8,train
20928,7,train
11827,4,train
8583,2,train
4389,1,train
8424,2,train
22685,8,train
12722,4,train
14505,5,train
15727,5,train
15537,5,train
7373,2,train
24578,9,train
2758,0,train
8152,2,train
8111,2,train
7826,2,train
913,0,train
16994,6,train
7978,2,train
6252,2,train
21847,8,train
22041,8,train
17778,6,train
2828,0,train
22487,8,train
4963,1,train
7096,2,train
20849,7,train
19400,7,train
9230,3,train
9399,3,train
23801,8,train
11407,3,train
16387,6,train
21881,8,train
22352,8,train
11786,4,train
7155,2,train
17518,6,train
14915,5,train
10759,3,train
1406,0,train
3029,1,train
2347,0,train
25711,9,train
12433,4,train
17108,6,train
17014,6,train
3199,1,train
20091,7,train
21340,7,train
10898,3,train
2378,0,train
9033,3,train
20187,7,train
9341,3,train
17652,6,train
12257,4,train
23883,8,train
2362,0,train
25073,9,train
15459,5,train
22279,8,train
24485,9,train
26330,9,train
15152,5,train
26535,9,train
12178,4,train
5889,1,train
13746,4,train
23237,8,train
7151,2,train
4468,1,train
11350,3,train
20561,7,train
7986,2,train
1202,0,train
3409,1,train
15409,5,train
22058,8,train
9231,3,train
917,0,train
15942,5,train
6930,2,train
13022,4,train
18480,6,train
15393,5,train
371,0,train
25638,9,train
1963,0,train
23210,8,train
6211,2,train
7752,2,train
5355,1,train
9008,3,train
25768,9,train
16931,6,train
14381,5,train
13338,4,train
25031,9,train
9314,3,train
6519,2,train
17259,6,train
2508,0,train
16076,6,train
20190,7,train
3281,1,train
13298,4,train
1125,0,train
22851,8,train
15020,5,train
20226,7,train
15569,5,train
25885,9,train
5208,1,train
4903,1,train
16255,6,train
23685,8,train
13269,4,train
7186,2,train
13539,4,train
18212,6,train
5167,1,train
24006,9,train
9828,3,train
4763,1,train
26321,9,train
3100,1,train
1915,0,train
26259,9,train
3272,1,train
25819,9,train
2501,0,train
26218,9,train
9215,3,train
1738,0,train
8682,2,train
24948,9,train
22946,8,train
10331,3,train
17344,6,train
8663,2,train
13628,4,train
3672,1,train
18291,6,train
7838,2,train
20615,7,train
2157,0,train
23254,8,train
24101,9,train
7244,2,train
6655,2,train
24817,9,train
3760,1,train
13687,4,train
24953,9,train
18534,7,train
17462,6,train
10670,3,train
17827,6,train
19231,7,train
18208,6,train
8745,2,train
14363,5,train
11503,4,train
3808,1,train
965,0,train
8458,2,train
8990,2,train
18242,6,train
9034,3,train
3190,1,train
16851,6,train
18362,6,train
25892,9,train
4798,1,train
23360,8,train
15615,5,train
5890,1,train
20954,7,train
12954,4,train
22673,8,train
22457,8,train
18229,6,train
6645,2,train
3139,1,train
25030,9,train
24787,9,train
18293,6,train
14327,5,train
5647,1,train
14675,5,train
12850,4,train
16285,6,train
8322,2,train
14492,5,train
13495,4,train
22739,8,train
6332,2,train
22010,8,train
18529,7,train
10424,3,train
23792,8,train
21928,8,train
1990,0,train
13332,4,train
5575,1,train
25713,9,train
24978,9,train
9976,3,train
22422,8,train
7493,2,train
8557,2,train
19629,7,train
18016,6,train
7432,2,train
696,0,train
9468,3,train
20786,7,train
11034,3,train
24141,9,train
2976,0,train
18998,7,train
13549,4,train
26864,9,train
22448,8,train
24377,9,train
18235,6,train
25502,9,train
9964,3,train
6503,2,train
7124,2,train
2519,0,train
7139,2,train
8014,2,train
15964,5,train
10878,3,train
15299,5,train
26480,9,train
1530,0,train
13921,4,train
613,0,train
24273,9,train
13363,4,train
1505,0,train
12929,4,train
3569,1,train
2415,0,train
9624,3,train
7057,2,train
23322,8,train
174,0,train
26434,9,train
24271,9,train
22592,8,train
21689,8,train
18152,6,train
1857,0,train
1340,0,train
12798,4,train
24390,9,train
4989,1,train
26604,9,train
24995,9,train
26187,9,train
15,0,train
20804,7,train
14670,5,train
16656,6,train
8798,2,train
706,0,train
19480,7,train
20537,7,train
24069,9,train
22542,8,train
8189,2,train
2149,0,train
13566,4,train
10093,3,train
18219,6,train
13289,4,train
22493,8,train
26950,9,train
3435,1,train
26491,9,train
3304,1,train
13268,4,train
16734,6,train
25310,9,train
14393,5,train
21124,7,train
22315,8,train
23878,8,train
6163,2,train
15204,5,train
7654,2,train
16737,6,train
348,0,train
20019,7,train
17064,6,train
19163,7,train
17441,6,train
19953,7,train
7684,2,train
14643,5,train
23173,8,train
10132,3,train
7482,2,train
19025,7,train
8393,2,train
16423,6,train
21828,8,train
14545,5,train
14728,5,train
907,0,train
9343,3,train
676,0,train
11552,4,train
25330,9,train
3323,1,train
21211,7,train
15178,5,train
25868,9,train
1270,0,train
12220,4,train
6400,2,train
23454,8,train
13530,4,train
13843,4,train
25057,9,train
4959,1,train
12520,4,train
18780,7,train
4779,1,train
22983,8,train
415,0,train
24061,9,train
12992,4,train
8250,2,train
11451,3,train
6043,2,train
25182,9,train
15859,5,train
1741,0,train
22703,8,train
3706,1,train
25905,9,train
24668,9,train
21468,7,train
5094,1,train
15406,5,train
18414,6,train
5480,1,train
22701,8,train
13968,4,train
18049,6,train
1752,0,train
17839,6,train
11765,4,train
6761,2,train
326,0,train
4470,1,train
21571,8,train
18668,7,train
3038,1,train
1208,0,train
20195,7,train
6372,2,train
5065,1,train
2841,0,train
20683,7,train
305,0,train
3172,1,train
11878,4,train
17205,6,train
20722,7,train
2293,0,train
3233,1,train
15614,5,train
12138,4,train
9054,3,train
5332,1,train
20410,7,train
11442,3,train
12549,4,train
11004,3,train
26465,9,train
22751,8,train
12311,4,train
10574,3,train
5910,1,train
16258,6,train
25652,9,train
19043,7,train
3268,1,train
25879,9,train
3183,1,train
15212,5,train
13836,4,train
5954,1,train
24058,9,train
21809,8,train
24561,9,train
7924,2,train
16838,6,train
1532,0,train
19955,7,train
24501,9,train
19485,7,train
15648,5,train
10073,3,train
15765,5,train
14610,5,train
1609,0,train
4844,1,train
4689,1,train
14772,5,train
22255,8,train
22395,8,train
26958,9,train
25170,9,train
20140,7,train
12631,4,train
3988,1,train
10720,3,train
12747,4,train
23016,8,train
13375,4,train
14636,5,train
3947,1,train
19091,7,train
10260,3,train
7442,2,train
16646,6,train
16908,6,train
24456,9,train
10980,3,train
23485,8,train
9474,3,train
17051,6,train
23195,8,train
20110,7,train
26575,9,train
25917,9,train
1886,0,train
22880,8,train
19364,7,train
5693,1,train
7892,2,train
8265,2,train
6872,2,train
21742,8,train
19171,7,train
10751,3,train
12219,4,train
18094,6,train
6774,2,train
18223,6,train
10661,3,train
19880,7,train
10906,3,train
25569,9,train
26974,9,train
14275,5,train
8617,2,train
24364,9,train
18498,6,train
15239,5,train
18348,6,train
21167,7,train
4609,1,train
19416,7,train
14655,5,train
5880,1,train
9111,3,train
21237,7,train
14138,5,train
25866,9,train
20484,7,train
22601,8,train
20663,7,train
7520,2,train
24571,9,train
31,0,train
5884,1,train
18951,7,train
6268,2,train
26164,9,train
20664,7,train
18718,7,train
12958,4,train
4306,1,train
24802,9,train
17883,6,train
20267,7,train
7581,2,train
17355,6,train
2884,0,train
5002,1,train
24844,9,train
8195,2,train
1025,0,train
1097,0,train
5027,1,train
2955,0,train
19118,7,train
5143,1,train
3257,1,train
16844,6,train
8497,2,train
10068,3,train
8902,2,train
19154,7,train
23042,8,train
25022,9,train
5240,1,train
10636,3,train
6161,2,train
12907,4,train
3730,1,train
11708,4,train
26888,9,train
18959,7,train
20658,7,train
15475,5,train
17760,6,train
17650,6,train
2605,0,train
8882,2,train
11874,4,train
173,0,train
19767,7,train
11648,4,train
16025,6,train
4837,1,train
3127,1,train
21418,7,train
15234,5,train
1956,0,train
8324,2,train
3751,1,train
23447,8,train
704,0,train
3922,1,train
734,0,train
12697,4,train
16673,6,train
25707,9,train
21901,8,train
14173,5,train
22715,8,train
4084,1,train
18374,6,train
8866,2,train
9202,3,train
15045,5,train
10472,3,train
22690,8,train
3613,1,train
14860,5,train
22198,8,train
22272,8,train
1299,0,train
25666,9,train
5668,1,train
2319,0,train
9582,3,train
18159,6,train
710,0,train
18434,6,train
10760,3,train
13656,4,train
12731,4,train
2634,0,train
9500,3,train
16571,6,train
13620,4,train
19035,7,train
15444,5,train
17909,6,train
13783,4,train
24740,9,train
8570,2,train
11287,3,train
8735,2,train
1285,0,train
10937,3,train
19120,7,train
8274,2,train
9772,3,train
17141,6,train
26647,9,train
19948,7,train
1196,0,train
12553,4,train
934,0,train
16495,6,train
7328,2,train
11104,3,train
25542,9,train
4083,1,train
2078,0,train
5278,1,train
12012,4,train
1666,0,train
22728,8,train
7481,2,train
3809,1,train
1364,0,train
5820,1,train
4898,1,train
26777,9,train
13865,4,train
8013,2,train
6048,2,train
12587,4,train
18132,6,train
16711,6,train
2040,0,train
22842,8,train
14762,5,train
22102,8,train
7256,2,train
21161,7,train
1547,0,train
2594,0,train
8718,2,train
12187,4,train
12659,4,train
23790,8,train
7126,2,train
12574,4,train
6182,2,train
10580,3,train
24226,9,train
22434,8,train
25755,9,train
4425,1,train
14352,5,train
9015,3,train
3482,1,train
15181,5,train
2964,0,train
4939,1,train
4343,1,train
14537,5,train
11010,3,train
25485,9,train
2373,0,train
13923,4,train
2906,0,train
15823,5,train
8169,2,train
23825,8,train
9494,3,train
4545,1,train
17448,6,train
4764,1,train
18001,6,train
8306,2,train
22513,8,train
14867,5,train
24966,9,train
18341,6,train
18774,7,train
5947,1,train
12898,4,train
10367,3,train
25465,9,train
15626,5,train
25818,9,train
18335,6,train
18650,7,train
24112,9,train
4375,1,train
7278,2,train
15490,5,train
7970,2,train
25824,9,train
22261,8,train
7790,2,train
21800,8,train
24881,9,train
25623,9,train
9546,3,train
18859,7,train
10753,3,train
8930,2,train
10363,3,train
3697,1,train
20582,7,train
16462,6,train
14348,5,train
13075,4,train
23310,8,train
3262,1,train
25380,9,train
23146,8,train
2263,0,train
1521,0,train
20828,7,train
26654,9,train
10522,3,train
6096,2,train
1283,0,train
188,0,train
17096,6,train
3571,1,train
9668,3,train
24828,9,train
23885,8,train
9997,3,train
18269,6,train
1425,0,train
14404,5,train
15427,5,train
1336,0,train
16094,6,train
11236,3,train
5106,1,train
18738,7,train
5826,1,train
17645,6,train
8421,2,train
18323,6,train
5108,1,train
26032,9,train
9564,3,train
22956,8,train
16877,6,train
2780,0,train
4245,1,train
22637,8,train
21938,8,train
15856,5,train
2810,0,train
8561,2,train
13418,4,train
15895,5,train
16428,6,train
7619,2,train
21290,7,train
23128,8,train
26456,9,train
6836,2,train
20904,7,train
15040,5,train
4173,1,train
11345,3,train
11379,3,train
16441,6,train
9662,3,train
1543,0,train
5435,1,train
9409,3,train
13753,4,train
23938,8,train
20864,7,train
16003,6,train
18163,6,train
2540,0,train
12126,4,train
8225,2,train
17988,6,train
2591,0,train
22507,8,train
5687,1,train
22686,8,train
10057,3,train
12700,4,train
7356,2,train
21522,8,train
17296,6,train
6485,2,train
12748,4,train
1457,0,train
1614,0,train
17806,6,train
1658,0,train
12048,4,train
17278,6,train
20619,7,train
22019,8,train
8102,2,train
1777,0,train
15000,5,train
12858,4,train
12768,4,train
7219,2,train
13918,4,train
5370,1,train
12204,4,train
22531,8,train
314,0,train
10669,3,train
5876,1,train
17129,6,train
14113,5,train
23098,8,train
15783,5,train
10477,3,train
1939,0,train
4596,1,train
4744,1,train
7235,2,train
14062,5,train
3322,1,train
11877,4,train
23939,8,train
11895,4,train
1671,0,train
4218,1,train
9710,3,train
24597,9,train
17834,6,train
16764,6,train
5165,1,train
19141,7,train
5181,1,train
13384,4,train
16190,6,train
1213,0,train
15630,5,train
3746,1,train
1223,0,train
21596,8,train
17016,6,train
4726,1,train
3422,1,train
10608,3,train
10427,3,train
1085,0,train
16732,6,train
10572,3,train
4194,1,train
6799,2,train
6243,2,train
21206,7,train
11318,3,train
9795,3,train
1861,0,train
48,0,train
15551,5,train
19493,7,train
1117,0,train
23356,8,train
12482,4,train
1601,0,train
2784,0,train
16525,6,train
15815,5,train
2664,0,train
22708,8,train
21733,8,train
11337,3,train
5087,1,train
13225,4,train
23231,8,train
11306,3,train
4341,1,train
17528,6,train
9415,3,train
10328,3,train
26081,9,train
480,0,train
3528,1,train
18978,7,train
26452,9,train
2614,0,train
21010,7,train
2280,0,train
24702,9,train
15205,5,train
1399,0,train
19155,7,train
4516,1,train
26778,9,train
4869,1,train
20588,7,train
2665,0,train
19536,7,train
8923,2,train
8056,2,train
17906,6,train
2321,0,train
3291,1,train
3783,1,train
1567,0,train
2688,0,train
22696,8,train
9506,3,train
1551,0,train
5253,1,train
19895,7,train
23624,8,train
7928,2,train
370,0,train
14294,5,train
4077,1,train
18871,7,train
6895,2,train
23421,8,train
3093,1,train
10249,3,train
547,0,train
11414,3,train
25653,9,train
24776,9,train
26788,9,train
453,0,train
19638,7,train
12578,4,train
4466,1,train
8035,2,train
610,0,train
11143,3,train
13624,4,train
21989,8,train
16101,6,train
24070,9,train
13186,4,train
3517,1,train
8073,2,train
24278,9,train
2669,0,train
12177,4,train
2015,0,train
17888,6,train
6331,2,train
15837,5,train
7685,2,train
24,0,train
16658,6,train
6917,2,train
11528,4,train
12573,4,train
18067,6,train
22478,8,train
1640,0,train
5983,1,train
18438,6,train
5362,1,train
1739,0,train
18181,6,train
10167,3,train
2694,0,train
14069,5,train
12763,4,train
4992,1,train
20284,7,train
15670,5,train
9232,3,train
16647,6,train
6904,2,train
26707,9,train
17020,6,train
19555,7,train
1940,0,train
20440,7,train
842,0,train
24943,9,train
15149,5,train
25037,9,train
820,0,train
13625,4,train
7851,2,train
7476,2,train
19293,7,train
5333,1,train
13756,4,train
17322,6,train
23856,8,train
3472,1,train
416,0,train
8081,2,train
10798,3,train
4532,1,train
23828,8,train
6033,2,train
13519,4,train
20629,7,train
123,0,train
19344,7,train
14527,5,train
11541,4,train
2689,0,train
8339,2,train
13359,4,train
22285,8,train
9771,3,train
14707,5,train
7460,2,train
19158,7,train
20017,7,train
24196,9,train
8178,2,train
24707,9,train
13692,4,train
1427,0,train
778,0,train
14009,5,train
14613,5,train
12891,4,train
14551,5,train
15912,5,train
5600,1,train
22618,8,train
17370,6,train
25455,9,train
6349,2,train
11636,4,train
12884,4,train
7320,2,train
21728,8,train
21668,8,train
16955,6,train
25433,9,train
7040,2,train
11890,4,train
24945,9,train
13060,4,train
12771,4,train
7863,2,train
6262,2,train
12341,4,train
19742,7,train
322,0,train
13084,4,train
19755,7,train
14311,5,train
14152,5,train
583,0,train
17493,6,train
636,0,train
10967,3,train
7564,2,train
4619,1,train
26986,9,train
24933,9,train
11969,4,train
20652,7,train
20221,7,train
14256,5,train
20531,7,train
13329,4,train
10541,3,train
10446,3,train
3236,1,train
5444,1,train
21222,7,train
7134,2,train
14038,5,train
16657,6,train
17385,6,train
13453,4,train
23331,8,train
21171,7,train
22758,8,train
5098,1,train
1913,0,train
24227,9,train
3485,1,train
11628,4,train
26618,9,train
14037,5,train
3553,1,train
19073,7,train
2926,0,train
25200,9,train
8924,2,train
13178,4,train
15341,5,train
24777,9,train
11395,3,train
20935,7,train
11702,4,train
14668,5,train
6932,2,train
16983,6,train
8382,2,train
18430,6,train
9101,3,train
21932,8,train
15403,5,train
2404,0,train
6682,2,train
6136,2,train
1058,0,train
20203,7,train
13669,4,train
2426,0,train
15983,5,train
626,0,train
3722,1,train
1179,0,train
4814,1,train
17043,6,train
5294,1,train
8592,2,train
18559,7,train
16710,6,train
19600,7,train
18700,7,train
16232,6,train
14267,5,train
10887,3,train
12289,4,train
7707,2,train
3437,1,train
9511,3,train
23326,8,train
11975,4,train
5178,1,train
19837,7,train
23357,8,train
3008,1,train
25550,9,train
1615,0,train
14622,5,train
9115,3,train
15392,5,train
2952,0,train
13174,4,train
11789,4,train
21114,7,train
13400,4,train
20888,7,train
7862,2,train
9911,3,train
19392,7,train
12266,4,train
3707,1,train
14746,5,train
17026,6,train
16582,6,train
19265,7,train
12875,4,train
8452,2,train
24539,9,train
1804,0,train
331,0,train
17899,6,train
23806,8,train
21977,8,train
6014,2,train
16029,6,train
11846,4,train
22241,8,train
15456,5,train
735,0,train
6164,2,train
13804,4,train
16153,6,train
5781,1,train
14142,5,train
8620,2,train
2398,0,train
11690,4,train
17559,6,train
15348,5,train
6858,2,train
15712,5,train
13987,4,train
12736,4,train
17903,6,train
11684,4,train
15458,5,train
23582,8,train
16017,6,train
23977,8,train
6692,2,train
1273,0,train
15924,5,train
26200,9,train
18656,7,train
17009,6,train
22998,8,train
1691,0,train
26310,9,train
2525,0,train
19962,7,train
3645,1,train
8180,2,train
26504,9,train
15295,5,train
888,0,train
4881,1,train
9096,3,train
5417,1,train
16892,6,train
7975,2,train
9456,3,train
14231,5,train
11586,4,train
973,0,train
3638,1,train
13989,4,train
2750,0,train
8474,2,train
10133,3,train
24659,9,train
18717,7,train
1779,0,train
209,0,train
21031,7,train
20613,7,train
6303,2,train
9641,3,train
644,0,train
15019,5,train
19285,7,train
7543,2,train
6002,2,train
25319,9,train
18788,7,train
19526,7,train
18552,7,train
8975,2,train
10295,3,train
25794,9,train
10499,3,train
22499,8,train
18923,7,train
10404,3,train
18509,7,train
15806,5,train
17925,6,train
23080,8,train
18238,6,train
6887,2,train
23061,8,train
26947,9,train
23175,8,train
21410,7,train
9925,3,train
11334,3,train
15601,5,train
3772,1,train
22826,8,train
14878,5,train
16537,6,train
4567,1,train
16324,6,train
22576,8,train
4908,1,train
18187,6,train
4977,1,train
20710,7,train
14066,5,train
17221,6,train
21043,7,train
18790,7,train
21127,7,train
6150,2,train
17307,6,train
23670,8,train
26733,9,train
21269,7,train
5514,1,train
21129,7,train
25807,9,train
26610,9,train
18630,7,train
23943,8,train
13970,4,train
21572,8,train
2517,0,train
14189,5,train
16868,6,train
13609,4,train
24121,9,train
3464,1,train
23699,8,train
3598,1,train
21937,8,train
20415,7,train
3679,1,train
4613,1,train
13296,4,train
12499,4,train
7700,2,train
13319,4,train
7946,2,train
7788,2,train
7807,2,train
16508,6,train
22426,8,train
23495,8,train
20308,7,train
8127,2,train
25196,9,train
20799,7,train
7107,2,train
10676,3,train
5646,1,train
23087,8,train
26468,9,train
15963,5,train
25166,9,train
19085,7,train
10671,3,train
26891,9,train
23911,8,train
10211,3,train
13302,4,train
16347,6,train
20530,7,train
26744,9,train
22365,8,train
25669,9,train
25890,9,train
7629,2,train
15502,5,train
20279,7,train
3960,1,train
26322,9,train
303,0,train
25492,9,train
4027,1,train
24737,9,train
21966,8,train
10301,3,train
9214,3,train
16007,6,train
16097,6,train
18280,6,train
11084,3,train
9351,3,train
10128,3,train
7446,2,train
4926,1,train
10626,3,train
19932,7,train
23228,8,train
22567,8,train
16519,6,train
18995,7,train
8903,2,train
18218,6,train
13729,4,train
25543,9,train
22650,8,train
17175,6,train
8304,2,train
23641,8,train
24874,9,train
17643,6,train
12770,4,train
8978,2,train
23366,8,train
15559,5,train
23715,8,train
17824,6,train
23796,8,train
23503,8,train
15073,5,train
11006,3,train
23543,8,train
16225,6,train
19899,7,train
21475,7,train
16799,6,train
18918,7,train
13841,4,train
1754,0,train
1588,0,train
13404,4,train
8409,2,train
6214,2,train
19785,7,train
2020,0,train
10627,3,train
21292,7,train
9482,3,train
15263,5,train
6399,2,train
19049,7,train
26251,9,train
13789,4,train
6345,2,train
13189,4,train
25806,9,train
5351,1,train
15211,5,train
69,0,train
21679,8,train
10534,3,train
26813,9,train
12923,4,train
19223,7,train
3996,1,train
18615,7,train
6278,2,train
21737,8,train
12868,4,train
7675,2,train
25389,9,train
8445,2,train
26073,9,train
4149,1,train
16146,6,train
7017,2,train
3395,1,train
5695,1,train
10988,3,train
26576,9,train
19312,7,train
23324,8,train
26190,9,train
6829,2,train
10219,3,train
14423,5,train
3572,1,train
288,0,train
6754,2,train
14087,5,train
25871,9,train
4804,1,train
22662,8,train
26802,9,train
17476,6,train
17610,6,train
11928,4,train
12554,4,train
1462,0,train
25797,9,train
7122,2,train
15033,5,train
7415,2,train
22210,8,train
26249,9,train
13261,4,train
18903,7,train
19575,7,train
26631,9,train
17802,6,train
18576,7,train
14343,5,train
25658,9,train
25404,9,train
2262,0,train
26458,9,train
6789,2,train
24998,9,train
22180,8,train
5200,1,train
10570,3,train
1195,0,train
7774,2,train
16265,6,train
21018,7,train
21509,8,train
124,0,train
24766,9,train
19238,7,train
15540,5,train
20671,7,train
7453,2,train
4324,1,train
8320,2,train
23872,8,train
24294,9,train
21778,8,train
10412,3,train
5223,1,train
4100,1,train
25830,9,train
1525,0,train
12730,4,train
5832,1,train
24097,9,train
16096,6,train
11479,3,train
9044,3,train
26062,9,train
21529,8,train
2839,0,train
11940,4,train
23211,8,train
3110,1,train
23511,8,train
14041,5,train
26275,9,train
24690,9,train
22755,8,train
14750,5,train
10665,3,train
15572,5,train
7297,2,train
20008,7,train
8900,2,train
26088,9,train
2303,0,train
3290,1,train
7450,2,train
26648,9,train
13309,4,train
8434,2,train
14165,5,train
22029,8,train
9037,3,train
4438,1,train
15654,5,train
12156,4,train
14606,5,train
12594,4,train
26276,9,train
6518,2,train
22532,8,train
8278,2,train
8664,2,train
14029,5,train
20827,7,train
2440,0,train
4529,1,train
23709,8,train
694,0,train
24187,9,train
22135,8,train
24554,9,train
24235,9,train
8863,2,train
14816,5,train
12521,4,train
5745,1,train
5337,1,train
20505,7,train
23914,8,train
16456,6,train
5032,1,train
20880,7,train
5388,1,train
731,0,train
21929,8,train
4215,1,train
6810,2,train
2723,0,train
16671,6,train
16921,6,train
16819,6,train
13274,4,train
7686,2,train
269,0,train
8636,2,train
11467,3,train
26866,9,train
10946,3,train
9960,3,train
18765,7,train
2096,0,train
24107,9,train
11408,3,train
1979,0,train
942,0,train
2536,0,train
26093,9,train
7440,2,train
24064,9,train
20752,7,train
15057,5,train
6007,2,train
14534,5,train
23368,8,train
6644,2,train
13488,4,train
20023,7,train
23620,8,train
11481,3,train
16630,6,train
18164,6,train
12589,4,train
16986,6,train
11633,4,train
23287,8,train
15682,5,train
6922,2,train
10173,3,train
3250,1,train
8913,2,train
7963,2,train
8242,2,train
15151,5,train
24057,9,train
14308,5,train
10683,3,train
4665,1,train
6959,2,train
24621,9,train
12169,4,train
9460,3,train
2733,0,train
13417,4,train
1013,0,train
10319,3,train
10384,3,train
24339,9,train
12892,4,train
2167,0,train
18420,6,train
8053,2,train
6309,2,train
10836,3,train
21949,8,train
16044,6,train
24515,9,train
4235,1,train
19057,7,train
1010,0,train
16157,6,train
18554,7,train
20856,7,train
18944,7,train
26097,9,train
26441,9,train
8315,2,train
17660,6,train
13770,4,train
13764,4,train
24237,9,train
17456,6,train
23418,8,train
13188,4,train
21365,7,train
17631,6,train
26791,9,train
16974,6,train
11650,4,train
9840,3,train
16346,6,train
20099,7,train
5522,1,train
24173,9,train
8943,2,train
2800,0,train
25536,9,train
17444,6,train
23871,8,train
22992,8,train
4921,1,train
26837,9,train
19765,7,train
57,0,train
16361,6,train
22258,8,train
14080,5,train
16118,6,train
12580,4,train
24809,9,train
2932,0,train
5475,1,train
25710,9,train
25217,9,train
15077,5,train
26496,9,train
15735,5,train
9666,3,train
12287,4,train
18440,6,train
7499,2,train
6569,2,train
16247,6,train
25115,9,train
2159,0,train
1061,0,train
13325,4,train
6822,2,train
18333,6,train
26690,9,train
21407,7,train
6098,2,train
25181,9,train
11228,3,train
11692,4,train
25723,9,train
5521,1,train
11354,3,train
873,0,train
22013,8,train
24973,9,train
7827,2,train
22373,8,train
3980,1,train
5472,1,train
12035,4,train
22066,8,train
17067,6,train
6864,2,train
21062,7,train
9404,3,train
22528,8,train
21648,8,train
19304,7,train
17122,6,train
21347,7,train
9884,3,train
16216,6,train
3565,1,train
18394,6,train
23470,8,train
6844,2,train
4454,1,train
15257,5,train
16049,6,train
6952,2,train
11356,3,train
10853,3,train
4094,1,train
26570,9,train
26153,9,train
9353,3,train
19682,7,train
5192,1,train
13149,4,train
14673,5,train
15650,5,train
401,0,train
16476,6,train
16223,6,train
9459,3,train
20054,7,train
451,0,train
17467,6,train
5179,1,train
14181,5,train
6314,2,train
15701,5,train
10560,3,train
1288,0,train
20609,7,train
3559,1,train
4653,1,train
17994,6,train
11429,3,train
26165,9,train
14427,5,train
3204,1,train
18573,7,train
1545,0,train
25097,9,train
4990,1,train
12667,4,train
17162,6,train
5767,1,train
21226,7,train
14808,5,train
25202,9,train
16360,6,train
22936,8,train
11263,3,train
17861,6,train
10333,3,train
24779,9,train
6602,2,train
26437,9,train
18684,7,train
14634,5,train
10818,3,train
2176,0,train
20956,7,train
9417,3,train
1370,0,train
2908,0,train
10707,3,train
14116,5,train
4409,1,train
12603,4,train
19874,7,train
15850,5,train
25557,9,train
20705,7,train
15250,5,train
23525,8,train
14093,5,train
426,0,train
14443,5,train
2151,0,train
23751,8,train
1230,0,train
17367,6,train
22036,8,train
22385,8,train
18850,7,train
14855,5,train
25524,9,train
6716,2,train
11367,3,train
14924,5,train
26173,9,train
808,0,train
6417,2,train
2028,0,train
312,0,train
12346,4,train
7976,2,train
10685,3,train
17272,6,train
831,0,train
14745,5,train
25448,9,train
25152,9,train
8755,2,train
238,0,train
20437,7,train
20729,7,train
15905,5,train
15733,5,train
17186,6,train
552,0,train
7036,2,train
7817,2,train
13397,4,train
19599,7,train
11373,3,train
10523,3,train
16106,6,train
6656,2,train
15103,5,train
21510,8,train
21394,7,train
1394,0,train
25909,9,train
26966,9,train
17945,6,train
17119,6,train
1182,0,train
16846,6,train
5226,1,train
23555,8,train
12396,4,train
9785,3,train
9248,3,train
16329,6,train
22424,8,train
1622,0,train
15269,5,train
23498,8,train
4828,1,train
14828,5,train
18637,7,train
5909,1,train
7575,2,train
54,0,train
11205,3,train
16418,6,train
14887,5,train
23679,8,train
17775,6,train
25672,9,train
23888,8,train
185,0,train
3712,1,train
19023,7,train
23253,8,train
24340,9,train
15243,5,train
5182,1,train
21521,8,train
4643,1,train
17187,6,train
23672,8,train
15899,5,train
3721,1,train
5886,1,train
3728,1,train
18865,7,train
14640,5,train
23761,8,train
10457,3,train
14320,5,train
1361,0,train
7692,2,train
26469,9,train
9479,3,train
19897,7,train
18253,6,train
15109,5,train
25370,9,train
10325,3,train
1103,0,train
2876,0,train
12900,4,train
12014,4,train
6025,2,train
18735,7,train
15398,5,train
11455,3,train
13655,4,train
8404,2,train
5988,1,train
15970,5,train
18566,7,train
7780,2,train
8397,2,train
26982,9,train
24663,9,train
5313,1,train
22862,8,train
15108,5,train
22043,8,train
17053,6,train
12351,4,train
8756,2,train
13262,4,train
4202,1,train
16211,6,train
20193,7,train
19252,7,train
8269,2,train
25256,9,train
14968,5,train
26404,9,train
24900,9,train
5572,1,train
17881,6,train
7452,2,train
12983,4,train
1745,0,train
8077,2,train
25157,9,train
6974,2,train
19776,7,train
22847,8,train
26239,9,train
9570,3,train
13874,4,train
25473,9,train
23787,8,train
1373,0,train
13867,4,train
25318,9,train
16502,6,train
4206,1,train
15154,5,train
8643,2,train
11381,3,train
107,0,train
10909,3,train
23135,8,train
12398,4,train
